,m1,m2,m3,m4,m5,m6
22844,aff.nor,questn,aff.off,aff.off,aff.off,end
22845,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
22846,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
22847,questn,aff.nor,aff.off,aff.off,aff.off,end
22848,questn,aff.nor,aff.nor,aff.nor,aff.nor,phone
22849,chunk,aff.nor,questn,aff.nor,aff.nor,end
22850,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
22851,aff.nor,chunk,aff.off,aff.off,aff.off,piss.off
22852,questn,aff.nor,aff.nor,aff.nor,aff.nor,phone
22853,aff.nor,aff.nor,chunk,chunk,questn,end
22854,aff.nor,aff.nor,chunk,chunk,chunk,end
22855,aff.nor,aff.nor,aff.nor,chunk,aff.nor,phone
22856,aff.nor,questn,aff.nor,aff.nor,questn,phone
22857,aff.nor,aff.nor,chunk,aff.nor,aff.nor,phone
22858,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
22859,aff.nor,chunk,chunk,chunk,questn,end
22860,chunk,aff.nor,chunk,chunk,questn,end
22861,questn,aff.nor,questn,aff.nor,aff.nor,end
22862,aff.nor,aff.nor,aff.nor,questn,chunk,end
22863,questn,questn,aff.nor,aff.nor,aff.nor,phone
22864,aff.nor,questn,chunk,chunk,questn,end
22865,aff.nor,aff.nor,chunk,chunk,chunk,end
22866,aff.nor,chunk,questn,questn,questn,end
22867,aff.nor,aff.nor,chunk,chunk,questn,end
22868,aff.nor,questn,chunk,chunk,chunk,end
22869,aff.nor,aff.nor,chunk,chunk,questn,end
22870,aff.nor,aff.nor,questn,aff.nor,questn,end
22871,chunk,aff.nor,aff.off,aff.off,aff.off,piss.off
22872,aff.nor,questn,aff.nor,aff.nor,aff.nor,phone
22873,questn,aff.nor,aff.off,aff.off,aff.off,end
22874,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
22875,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
22876,questn,questn,aff.nor,questn,aff.nor,end
22877,chunk,aff.nor,aff.off,aff.off,aff.off,end
22878,chunk,questn,chunk,chunk,chunk,end
22879,questn,aff.nor,chunk,chunk,chunk,end
22880,aff.nor,chunk,aff.nor,questn,aff.nor,phone
22881,aff.nor,chunk,questn,questn,questn,end
22882,aff.nor,questn,aff.nor,aff.nor,questn,phone
22883,aff.nor,aff.nor,chunk,questn,aff.nor,end
22884,questn,aff.nor,aff.nor,chunk,chunk,phone
22885,aff.nor,aff.nor,chunk,chunk,questn,end
22886,aff.nor,aff.nor,aff.nor,questn,aff.nor,phone
22887,chunk,questn,questn,questn,questn,end
22888,aff.nor,aff.nor,chunk,chunk,questn,end
22889,questn,piss.off,chunk,chunk,questn,end
22890,aff.nor,questn,chunk,chunk,questn,end
22891,questn,aff.nor,aff.nor,aff.nor,aff.nor,piss.off
22892,aff.nor,aff.nor,questn,aff.nor,chunk,phone
22893,chunk,aff.nor,aff.nor,aff.nor,aff.nor,end
22894,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
22895,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
22896,aff.nor,questn,aff.nor,aff.nor,questn,end
22897,questn,questn,aff.nor,aff.nor,questn,phone
22898,questn,questn,aff.nor,chunk,chunk,end
22899,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
22900,aff.nor,questn,aff.off,aff.off,aff.off,piss.off
22901,aff.nor,aff.nor,chunk,chunk,questn,end
22902,aff.nor,aff.nor,questn,questn,questn,end
22903,questn,aff.nor,questn,questn,questn,end
22904,questn,aff.nor,questn,questn,questn,end
22905,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
22906,questn,aff.nor,chunk,chunk,questn,end
22907,questn,chunk,chunk,chunk,questn,end
22908,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
22909,aff.nor,chunk,questn,aff.nor,aff.nor,phone
22910,aff.nor,questn,chunk,chunk,chunk,end
22911,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
22912,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
22913,aff.nor,chunk,aff.off,aff.off,aff.off,piss.off
22914,chunk,aff.nor,aff.off,aff.off,aff.off,piss.off
22915,questn,aff.nor,aff.off,aff.off,aff.off,end
22916,aff.nor,aff.nor,chunk,chunk,questn,end
22917,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
22918,aff.nor,aff.nor,aff.nor,questn,questn,phone
22919,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
22920,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
22921,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
22922,chunk,aff.nor,chunk,chunk,questn,end
22923,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
22924,piss.off,questn,chunk,chunk,questn,end
22925,chunk,aff.nor,aff.off,aff.off,aff.off,end
22926,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
22927,aff.nor,aff.nor,aff.nor,aff.nor,chunk,end
22928,questn,aff.nor,chunk,chunk,questn,end
22929,aff.nor,questn,questn,questn,questn,end
22930,aff.nor,questn,questn,questn,questn,end
22931,aff.nor,aff.nor,questn,questn,questn,end
22932,questn,aff.nor,questn,questn,questn,phone
22933,chunk,questn,aff.nor,questn,aff.nor,end
22934,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
22935,aff.nor,aff.nor,questn,aff.nor,aff.nor,phone
22936,chunk,aff.nor,aff.nor,piss.off,aff.nor,end
22937,questn,aff.nor,chunk,chunk,chunk,end
22938,questn,aff.nor,chunk,chunk,chunk,end
22939,aff.nor,aff.nor,chunk,chunk,chunk,end
22940,chunk,aff.nor,aff.nor,aff.nor,aff.nor,end
22941,aff.nor,questn,chunk,aff.nor,aff.nor,end
22942,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
22943,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
22944,aff.nor,aff.nor,chunk,chunk,chunk,end
22945,aff.nor,aff.nor,chunk,chunk,chunk,end
22946,questn,aff.nor,chunk,chunk,chunk,end
22947,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
22948,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
22949,piss.off,aff.nor,aff.nor,chunk,aff.nor,end
22950,aff.nor,aff.nor,aff.nor,questn,questn,phone
22951,chunk,questn,aff.nor,questn,aff.nor,end
22952,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
22953,aff.nor,aff.nor,chunk,chunk,chunk,end
22954,questn,aff.nor,chunk,chunk,questn,end
22955,aff.nor,aff.nor,chunk,chunk,chunk,end
22956,chunk,aff.nor,chunk,chunk,questn,end
22957,questn,questn,questn,questn,questn,end
22958,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
22959,aff.nor,chunk,chunk,chunk,questn,end
22960,aff.nor,questn,questn,questn,aff.nor,end
22961,aff.nor,chunk,questn,questn,questn,end
22962,aff.nor,aff.nor,questn,questn,questn,end
22963,questn,questn,aff.nor,chunk,aff.nor,end
22964,chunk,aff.nor,aff.nor,aff.nor,aff.nor,end
22965,questn,aff.nor,chunk,chunk,questn,end
22966,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
22967,aff.nor,aff.nor,chunk,chunk,questn,end
22968,aff.nor,questn,chunk,chunk,questn,end
22969,aff.nor,questn,aff.nor,questn,aff.nor,end
22970,questn,aff.nor,questn,questn,questn,end
22971,aff.nor,aff.nor,chunk,chunk,chunk,end
22972,aff.nor,aff.nor,chunk,chunk,chunk,end
22973,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
22974,chunk,chunk,questn,questn,questn,end
22975,aff.nor,questn,aff.nor,chunk,aff.nor,phone
22976,aff.nor,piss.off,chunk,aff.nor,aff.nor,end
22977,aff.nor,chunk,aff.nor,aff.nor,aff.nor,end
22978,aff.nor,aff.nor,questn,questn,questn,end
22979,aff.nor,aff.nor,aff.nor,aff.nor,chunk,end
22980,questn,aff.nor,chunk,aff.nor,questn,phone
22981,chunk,aff.nor,aff.nor,questn,aff.nor,end
22982,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
22983,questn,aff.nor,chunk,chunk,questn,end
22984,chunk,aff.nor,chunk,chunk,questn,end
22985,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
22986,chunk,aff.nor,questn,aff.nor,aff.nor,piss.off
22987,questn,questn,questn,questn,questn,end
22988,questn,aff.nor,aff.nor,aff.nor,questn,phone
22989,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
22990,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
22991,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
22992,aff.nor,aff.nor,chunk,chunk,questn,end
22993,chunk,aff.nor,aff.nor,questn,aff.nor,end
22994,aff.nor,questn,questn,aff.nor,aff.nor,end
22995,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
22996,aff.nor,aff.nor,questn,aff.nor,questn,phone
22997,aff.nor,piss.off,aff.off,aff.off,aff.off,piss.off
22998,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
22999,piss.off,aff.nor,chunk,chunk,chunk,end
23000,chunk,aff.nor,questn,questn,questn,phone
23001,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
23002,aff.nor,questn,chunk,questn,chunk,piss.off
23003,questn,aff.nor,questn,questn,questn,end
23004,aff.nor,aff.nor,aff.nor,aff.nor,piss.off,end
23005,questn,questn,aff.nor,aff.nor,chunk,end
23006,aff.nor,questn,questn,questn,questn,end
23007,questn,aff.nor,aff.off,aff.off,aff.off,end
23008,chunk,aff.nor,chunk,chunk,chunk,end
23009,chunk,aff.nor,questn,aff.nor,questn,end
23010,chunk,aff.nor,chunk,aff.nor,questn,end
23011,aff.nor,aff.nor,chunk,chunk,chunk,end
23012,aff.nor,aff.nor,questn,questn,questn,phone
23013,questn,aff.nor,aff.nor,aff.nor,aff.nor,phone
23014,piss.off,aff.nor,aff.nor,aff.nor,aff.nor,end
23015,aff.nor,questn,questn,questn,questn,end
23016,aff.nor,aff.nor,questn,chunk,aff.nor,end
23017,questn,chunk,aff.nor,aff.nor,questn,end
23018,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
23019,aff.nor,aff.nor,chunk,chunk,chunk,end
23020,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
23021,questn,aff.nor,chunk,chunk,chunk,end
23022,questn,aff.nor,aff.nor,questn,aff.nor,phone
23023,chunk,aff.nor,aff.nor,aff.nor,aff.nor,phone
23024,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
23025,aff.nor,questn,chunk,chunk,chunk,end
23026,aff.nor,aff.nor,chunk,chunk,chunk,end
23027,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
23028,aff.nor,chunk,chunk,chunk,questn,end
23029,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
23030,aff.nor,questn,questn,questn,questn,end
23031,aff.nor,aff.nor,aff.nor,aff.nor,piss.off,end
23032,piss.off,aff.nor,aff.nor,chunk,aff.nor,end
23033,aff.nor,aff.nor,chunk,chunk,chunk,end
23034,questn,aff.nor,chunk,chunk,questn,end
23035,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
23036,chunk,aff.nor,chunk,chunk,chunk,end
23037,aff.nor,aff.nor,chunk,chunk,chunk,end
23038,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
23039,questn,aff.nor,chunk,chunk,chunk,end
23040,aff.nor,chunk,questn,aff.nor,questn,end
23041,questn,chunk,aff.nor,aff.nor,chunk,end
23042,aff.nor,aff.nor,chunk,chunk,questn,end
23043,aff.nor,questn,chunk,chunk,questn,end
23044,aff.nor,aff.nor,questn,aff.nor,questn,end
23045,chunk,chunk,chunk,chunk,questn,end
23046,chunk,aff.nor,aff.off,aff.off,aff.off,end
23047,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23048,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23049,chunk,aff.nor,aff.nor,aff.nor,questn,end
23050,aff.nor,aff.nor,questn,questn,questn,end
23051,questn,aff.nor,questn,questn,questn,end
23054,questn,aff.nor,chunk,chunk,chunk,end
23055,aff.nor,aff.nor,questn,questn,questn,end
23056,questn,questn,chunk,chunk,questn,end
23057,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
23058,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
23059,questn,aff.nor,chunk,chunk,questn,end
23060,questn,chunk,aff.nor,aff.nor,chunk,end
23061,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23062,questn,aff.nor,aff.nor,chunk,aff.nor,phone
23063,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
23064,questn,questn,chunk,aff.nor,chunk,end
23065,aff.nor,questn,chunk,chunk,questn,end
23066,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
23067,questn,aff.nor,aff.nor,questn,aff.nor,end
23068,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23069,chunk,aff.nor,chunk,chunk,questn,end
23070,aff.nor,aff.nor,aff.nor,piss.off,aff.nor,piss.off
23071,aff.nor,questn,chunk,questn,aff.nor,end
23072,aff.nor,aff.nor,aff.nor,aff.nor,piss.off,end
23073,questn,aff.nor,aff.nor,aff.nor,aff.nor,phone
23074,aff.nor,aff.nor,chunk,chunk,questn,end
23075,aff.nor,aff.nor,questn,questn,questn,end
23076,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23077,questn,aff.nor,chunk,aff.nor,aff.nor,end
23078,aff.nor,aff.nor,questn,questn,questn,end
23079,chunk,aff.nor,aff.off,aff.off,aff.off,end
23080,chunk,aff.nor,chunk,chunk,questn,end
23081,questn,aff.nor,questn,aff.nor,aff.nor,phone
23082,chunk,aff.nor,aff.off,aff.off,aff.off,end
23083,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23084,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
23085,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
23086,aff.nor,chunk,aff.nor,aff.nor,aff.nor,end
23087,aff.nor,chunk,questn,aff.nor,questn,piss.off
23088,questn,aff.nor,questn,questn,aff.nor,phone
23089,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23090,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
23091,aff.nor,aff.nor,questn,questn,questn,end
23092,aff.nor,piss.off,questn,questn,questn,end
23093,aff.nor,aff.nor,questn,questn,questn,end
23094,aff.nor,aff.nor,chunk,chunk,questn,end
23095,piss.off,aff.nor,aff.nor,aff.nor,aff.nor,end
23096,aff.nor,questn,questn,questn,questn,end
23097,aff.nor,aff.nor,chunk,chunk,chunk,end
23098,aff.nor,aff.nor,aff.nor,questn,chunk,end
23099,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
23100,chunk,questn,chunk,chunk,chunk,end
23101,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
23102,aff.nor,aff.nor,chunk,chunk,questn,end
23103,aff.nor,aff.nor,chunk,chunk,chunk,end
23104,questn,aff.nor,questn,questn,aff.nor,end
23105,aff.nor,questn,aff.nor,questn,questn,end
23106,aff.nor,piss.off,chunk,aff.nor,aff.nor,end
23107,aff.nor,aff.nor,chunk,chunk,questn,phone
23108,questn,aff.nor,chunk,chunk,questn,end
23109,aff.nor,aff.nor,chunk,chunk,chunk,end
23110,aff.nor,chunk,chunk,chunk,chunk,end
23111,aff.nor,questn,aff.nor,aff.nor,questn,piss.off
23112,aff.nor,questn,chunk,chunk,questn,end
23113,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
23114,questn,aff.nor,aff.nor,questn,chunk,end
23116,aff.nor,questn,questn,chunk,aff.nor,end
23117,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
23118,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23120,chunk,piss.off,aff.nor,aff.nor,aff.nor,phone
23121,questn,aff.nor,chunk,chunk,questn,end
23122,piss.off,aff.nor,aff.nor,aff.nor,aff.nor,end
23123,aff.nor,aff.nor,aff.nor,aff.nor,chunk,end
23124,aff.nor,questn,questn,questn,questn,end
23125,aff.nor,questn,questn,questn,aff.nor,phone
23126,chunk,aff.nor,chunk,aff.nor,chunk,end
23127,questn,questn,aff.off,aff.off,aff.off,end
23128,aff.nor,aff.nor,questn,aff.nor,chunk,end
23129,aff.nor,aff.nor,aff.nor,aff.nor,chunk,phone
23130,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23131,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
23132,aff.nor,questn,aff.nor,chunk,questn,end
23133,aff.nor,aff.nor,questn,aff.nor,chunk,end
23134,questn,aff.nor,aff.off,aff.off,aff.off,end
23135,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
23136,aff.nor,aff.nor,questn,aff.nor,questn,end
23137,piss.off,chunk,aff.off,aff.off,aff.off,end
23138,questn,aff.nor,aff.off,aff.off,aff.off,end
23139,aff.nor,questn,aff.off,aff.off,aff.off,piss.off
23140,questn,chunk,aff.nor,aff.nor,piss.off,end
23141,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23142,chunk,questn,chunk,chunk,chunk,end
23143,aff.nor,aff.nor,aff.nor,chunk,aff.nor,piss.off
23144,aff.nor,aff.nor,piss.off,chunk,aff.nor,phone
23145,chunk,questn,chunk,chunk,chunk,end
23146,aff.nor,chunk,aff.off,aff.off,aff.off,end
23147,questn,aff.nor,aff.nor,aff.nor,questn,end
23148,questn,questn,questn,questn,aff.nor,end
23149,chunk,chunk,aff.nor,aff.nor,aff.nor,end
23150,aff.nor,questn,aff.nor,aff.nor,questn,piss.off
23151,aff.nor,aff.nor,chunk,chunk,questn,end
23152,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
23153,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
23154,questn,aff.nor,chunk,chunk,questn,end
23155,aff.nor,aff.nor,chunk,chunk,chunk,end
23156,questn,piss.off,aff.nor,chunk,chunk,end
23157,aff.nor,chunk,aff.nor,aff.nor,questn,end
23158,aff.nor,aff.nor,chunk,chunk,chunk,end
23159,questn,aff.nor,chunk,chunk,questn,end
23160,aff.nor,aff.nor,questn,questn,questn,end
23161,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
23162,aff.nor,chunk,aff.nor,chunk,aff.nor,end
23163,aff.nor,aff.nor,aff.nor,aff.nor,piss.off,end
23164,chunk,questn,aff.off,aff.off,aff.off,end
23165,aff.nor,aff.nor,chunk,chunk,questn,end
23166,aff.nor,aff.nor,aff.nor,questn,questn,phone
23167,aff.nor,aff.nor,questn,questn,questn,end
23168,chunk,aff.nor,questn,aff.nor,aff.nor,end
23169,aff.nor,questn,questn,questn,questn,end
23170,questn,aff.nor,aff.nor,questn,aff.nor,end
23171,aff.nor,chunk,aff.nor,questn,aff.nor,phone
23172,chunk,aff.nor,chunk,aff.nor,questn,end
23173,questn,aff.nor,questn,aff.nor,aff.nor,end
23174,piss.off,piss.off,aff.nor,aff.nor,aff.nor,end
23175,aff.nor,aff.nor,chunk,chunk,questn,end
23176,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23177,aff.nor,aff.nor,questn,aff.nor,questn,end
23178,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
23179,aff.nor,aff.nor,chunk,chunk,questn,end
23180,questn,questn,chunk,aff.nor,aff.nor,phone
23181,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
23182,questn,aff.nor,questn,questn,questn,end
23183,aff.nor,aff.nor,chunk,chunk,questn,end
23184,chunk,questn,aff.nor,aff.nor,aff.nor,phone
23185,chunk,chunk,aff.nor,aff.nor,questn,phone
23186,chunk,aff.nor,aff.off,aff.off,aff.off,piss.off
23187,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23188,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23189,questn,aff.nor,aff.off,aff.off,aff.off,end
23190,chunk,aff.nor,aff.off,aff.off,aff.off,piss.off
23191,piss.off,aff.nor,aff.off,aff.off,aff.off,end
23192,aff.nor,chunk,chunk,chunk,chunk,end
23193,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
23194,aff.nor,questn,aff.nor,questn,aff.nor,end
23195,questn,aff.nor,chunk,chunk,chunk,end
23196,aff.nor,aff.nor,chunk,chunk,chunk,end
23197,aff.nor,aff.nor,questn,questn,questn,end
23198,piss.off,aff.nor,aff.off,aff.off,aff.off,end
23199,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
23200,aff.nor,aff.nor,aff.nor,questn,chunk,end
23201,questn,aff.nor,aff.off,aff.off,aff.off,end
23202,questn,questn,questn,aff.nor,questn,end
23203,aff.nor,aff.nor,chunk,aff.nor,aff.nor,phone
23204,questn,aff.nor,chunk,chunk,aff.nor,end
23205,aff.nor,questn,chunk,chunk,questn,end
23206,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
23207,aff.nor,aff.nor,chunk,chunk,chunk,end
23208,chunk,questn,chunk,aff.nor,aff.nor,end
23209,aff.nor,questn,aff.off,aff.off,aff.off,piss.off
23210,chunk,aff.nor,aff.nor,chunk,aff.nor,end
23211,aff.nor,aff.nor,chunk,chunk,questn,end
23212,aff.nor,aff.nor,questn,questn,questn,end
23213,chunk,questn,questn,questn,aff.nor,end
23214,aff.nor,chunk,aff.off,aff.off,aff.off,piss.off
23215,questn,aff.nor,questn,aff.nor,aff.nor,end
23216,aff.nor,questn,aff.off,aff.off,aff.off,end
23217,aff.nor,aff.nor,aff.nor,aff.nor,questn,phone
23219,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23220,chunk,aff.nor,questn,questn,questn,end
23221,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
23222,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
23223,aff.nor,aff.nor,questn,questn,questn,end
23224,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23227,aff.nor,aff.nor,aff.nor,questn,questn,end
23228,questn,chunk,chunk,aff.nor,aff.nor,end
23229,aff.nor,aff.nor,questn,questn,aff.nor,phone
23230,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23231,aff.nor,aff.nor,aff.nor,aff.nor,questn,phone
23232,aff.nor,questn,chunk,chunk,questn,end
23233,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
23234,aff.nor,aff.nor,aff.nor,questn,aff.nor,piss.off
23235,aff.nor,aff.nor,aff.nor,questn,questn,end
23236,questn,piss.off,aff.nor,chunk,questn,end
23237,aff.nor,questn,aff.nor,aff.nor,chunk,phone
23238,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
23239,aff.nor,aff.nor,aff.nor,aff.nor,piss.off,end
23240,aff.nor,aff.nor,chunk,chunk,chunk,end
23241,questn,aff.nor,chunk,chunk,chunk,end
23242,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
23243,chunk,aff.nor,questn,questn,questn,phone
23244,aff.nor,aff.nor,questn,aff.nor,aff.nor,piss.off
23245,aff.nor,aff.nor,chunk,chunk,chunk,end
23246,aff.nor,questn,aff.off,aff.off,aff.off,end
23247,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
23248,chunk,questn,aff.nor,aff.nor,aff.nor,end
23249,aff.nor,questn,aff.off,aff.off,aff.off,end
23250,aff.nor,chunk,aff.off,aff.off,aff.off,end
23251,questn,aff.nor,aff.nor,aff.nor,questn,end
23252,aff.nor,aff.nor,chunk,chunk,questn,end
23253,chunk,aff.nor,chunk,chunk,questn,end
23254,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
23255,aff.nor,aff.nor,chunk,questn,aff.nor,end
23256,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23257,chunk,aff.nor,aff.nor,aff.nor,questn,end
23258,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
23259,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
23260,aff.nor,aff.nor,chunk,chunk,chunk,end
23261,aff.nor,aff.nor,questn,questn,aff.nor,end
23262,aff.nor,questn,chunk,questn,aff.nor,end
23263,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
23264,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
23265,aff.nor,questn,chunk,aff.nor,chunk,phone
23266,chunk,aff.nor,questn,chunk,aff.nor,end
23267,questn,questn,aff.nor,chunk,aff.nor,end
23268,aff.nor,aff.nor,chunk,chunk,chunk,end
23269,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23270,aff.nor,questn,aff.nor,questn,aff.nor,end
23271,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23272,aff.nor,aff.nor,chunk,chunk,chunk,end
23273,aff.nor,chunk,chunk,questn,questn,end
23274,aff.nor,aff.nor,questn,aff.nor,chunk,end
23275,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
23276,aff.nor,questn,questn,questn,questn,end
23277,aff.nor,aff.nor,aff.nor,aff.nor,chunk,end
23279,aff.nor,aff.nor,chunk,aff.nor,aff.nor,piss.off
23280,chunk,aff.nor,chunk,chunk,chunk,end
23282,questn,aff.nor,chunk,chunk,chunk,end
23283,aff.nor,questn,chunk,aff.nor,aff.nor,end
23284,aff.nor,aff.nor,chunk,chunk,questn,end
23285,aff.nor,aff.nor,chunk,chunk,questn,end
23286,questn,aff.nor,chunk,chunk,questn,end
23288,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
23289,aff.nor,aff.nor,aff.nor,aff.nor,questn,phone
23292,aff.nor,aff.nor,questn,questn,questn,end
23293,aff.nor,aff.nor,aff.nor,aff.nor,chunk,end
23294,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23295,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23296,chunk,chunk,aff.nor,aff.nor,aff.nor,end
23297,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
23298,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
23299,aff.nor,aff.nor,chunk,chunk,chunk,end
23300,aff.nor,questn,questn,questn,questn,end
23301,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
23303,aff.nor,questn,chunk,aff.nor,aff.nor,piss.off
23304,aff.nor,questn,aff.nor,chunk,aff.nor,phone
23305,aff.nor,questn,piss.off,aff.nor,aff.nor,end
23306,aff.nor,aff.nor,chunk,chunk,questn,end
23307,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23308,questn,aff.nor,questn,questn,aff.nor,end
23309,questn,questn,questn,aff.nor,aff.nor,end
23310,questn,aff.nor,aff.nor,chunk,aff.nor,phone
23311,questn,aff.nor,aff.nor,questn,aff.nor,piss.off
23312,aff.nor,aff.nor,chunk,chunk,questn,end
23313,aff.nor,questn,questn,questn,questn,end
23314,chunk,aff.nor,aff.off,aff.off,aff.off,piss.off
23315,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23316,aff.nor,questn,questn,aff.nor,chunk,end
23317,questn,aff.nor,chunk,chunk,questn,end
23318,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23319,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
23320,aff.nor,aff.nor,questn,questn,questn,end
23321,aff.nor,aff.nor,chunk,chunk,questn,end
23322,chunk,aff.nor,chunk,chunk,chunk,end
23323,aff.nor,aff.nor,chunk,questn,aff.nor,end
23324,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
23325,aff.nor,aff.nor,aff.nor,questn,aff.nor,phone
23326,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
23327,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23328,aff.nor,questn,questn,questn,questn,end
23329,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
